"user_id","game_name","payment_month","revenue_amount_usd","language","has_older_device_model","age","engagement_month","churn_month","last_month","type_payment","lt"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-04-01 00:00:00+00","31.35","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-05-01 00:00:00+00","31.98","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-10-01 00:00:00+00","37.44","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-03-01 00:00:00+00","17.46","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-07-01 00:00:00+00","31.74","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-09-01 00:00:00+00","22.71","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-04-01 00:00:00+00","41.37","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-11-01 00:00:00+00","25.53","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-03-01 00:00:00+00","17.28","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-04-01 00:00:00+00","14.01","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-12-01 00:00:00+00","15.99","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-04-01 00:00:00+00","19.23","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-07-01 00:00:00+00","22.38","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-08-01 00:00:00+00","22.26","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-11-01 00:00:00+00","38.46","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-07-01 00:00:00+00","28.2","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-05-01 00:00:00+00","14.4","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-11-01 00:00:00+00","23.49","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-12-01 00:00:00+00","14.46","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-10-01 00:00:00+00","27.96","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-10-01 00:00:00+00","22.53","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-10-01 00:00:00+00","24.75","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-09-01 00:00:00+00","23.16","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-10-01 00:00:00+00","23.1","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-07-01 00:00:00+00","18.96","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-10-01 00:00:00+00","24.45","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-07-01 00:00:00+00","12.63","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-09-01 00:00:00+00","23.25","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-08-01 00:00:00+00","34.41","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-12-01 00:00:00+00","16.02","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-08-01 00:00:00+00","30.9","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-12-01 00:00:00+00","16.83","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-09-01 00:00:00+00","26.88","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-10-01 00:00:00+00","12.27","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-08-01 00:00:00+00","16.77","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-10-01 00:00:00+00","23.1","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"7YaJfLI3RPGUEN2esrQxsQ==","game 3","2022-09-01 00:00:00+00","35.28","ru","",15,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"7YaJfLI3RPGUEN2esrQxsQ==","game 3","2022-12-01 00:00:00+00","26.67","ru","",15,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-09-01 00:00:00+00","19.65","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-09-01 00:00:00+00","15.63","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-07-01 00:00:00+00","15.27","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-08-01 00:00:00+00","18.33","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-08-01 00:00:00+00","18.39","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-07-01 00:00:00+00","13.17","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-11-01 00:00:00+00","27.48","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-08-01 00:00:00+00","20.46","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-07-01 00:00:00+00","21.36","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-08-01 00:00:00+00","17.97","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-09-01 00:00:00+00","13.2","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-10-01 00:00:00+00","22.77","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-11-01 00:00:00+00","13.56","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","4"
"7zai/c69uF/NhB95HgKuYw==","game 3","2022-07-01 00:00:00+00","12.45","uk","",16,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-08-01 00:00:00+00","18.3","ru","",15,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-06-01 00:00:00+00","13.05","ru","",15,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-12-01 00:00:00+00","13.05","ru","",15,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-04-01 00:00:00+00","23.31","ru","",15,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","38.07","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-12-01 00:00:00+00","16.41","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-11-01 00:00:00+00","12.9","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-12-01 00:00:00+00","14.85","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-07-01 00:00:00+00","21.81","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-12-01 00:00:00+00","23.52","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-07-01 00:00:00+00","25.08","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","29.97","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-07-01 00:00:00+00","17.49","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-12-01 00:00:00+00","16.92","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","16.56","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","18.6","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-09-01 00:00:00+00","14.7","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-09-01 00:00:00+00","20.91","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","18.03","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-12-01 00:00:00+00","29.1","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","15.42","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-07-01 00:00:00+00","22.56","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-08-01 00:00:00+00","22.11","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-12-01 00:00:00+00","17.16","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8ncYOMYXeKDelzX40EnuLA==","game 3","2022-11-01 00:00:00+00","20.67","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"8TTRdxncZg7Nl0tvfwsZng==","game 3","2022-05-01 00:00:00+00","14.25","uk","",30,"2022-05-01 00:00:00+00","2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","0"
"99X4aLWWjAIgmlXjrXQIgg==","game 3","2022-03-01 00:00:00+00","16.98","ru","",22,"2022-03-01 00:00:00+00","2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","0"
"9I0ppB2UxsJPIO8BpHQfEw==","game 3","2022-11-01 00:00:00+00","13.95","uk","",26,"2022-10-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","1"
"9I0ppB2UxsJPIO8BpHQfEw==","game 3","2022-11-01 00:00:00+00","12.81","uk","",26,"2022-10-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","1"
"9I0ppB2UxsJPIO8BpHQfEw==","game 3","2022-10-01 00:00:00+00","16.17","uk","",26,"2022-10-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-07-01 00:00:00+00","16.89","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-08-01 00:00:00+00","19.53","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-05-01 00:00:00+00","12.48","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-07-01 00:00:00+00","22.65","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-07-01 00:00:00+00","20.07","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-10-01 00:00:00+00","17.37","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-06-01 00:00:00+00","17.43","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-09-01 00:00:00+00","15.63","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-07-01 00:00:00+00","30.15","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-11-01 00:00:00+00","25.56","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-12-01 00:00:00+00","14.1","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-06-01 00:00:00+00","31.02","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-08-01 00:00:00+00","26.76","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-07-01 00:00:00+00","30.99","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-06-01 00:00:00+00","26.79","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-11-01 00:00:00+00","17.82","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-11-01 00:00:00+00","28.14","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-12-01 00:00:00+00","16.02","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9IWUQ1iWPfYSSN2tWuVqMQ==","game 3","2022-06-01 00:00:00+00","12.84","ru","",24,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"9U26VpwYC1aliSUokeNK6A==","game 3","2022-11-01 00:00:00+00","22.98","uk","",34,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"9U26VpwYC1aliSUokeNK6A==","game 3","2022-12-01 00:00:00+00","14.34","uk","",34,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","1"
"9U26VpwYC1aliSUokeNK6A==","game 3","2022-11-01 00:00:00+00","14.1","uk","",34,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"9U26VpwYC1aliSUokeNK6A==","game 3","2022-11-01 00:00:00+00","15.99","uk","",34,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-03-01 00:00:00+00","13.71","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-09-01 00:00:00+00","19.56","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-08-01 00:00:00+00","15.21","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-06-01 00:00:00+00","12.57","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-06-01 00:00:00+00","28.35","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-03-01 00:00:00+00","17.82","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-06-01 00:00:00+00","21.99","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-07-01 00:00:00+00","29.76","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-06-01 00:00:00+00","30.21","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-07-01 00:00:00+00","17.07","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-04-01 00:00:00+00","13.95","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-10-01 00:00:00+00","21.39","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-06-01 00:00:00+00","14.28","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-07-01 00:00:00+00","17.61","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-03-01 00:00:00+00","13.74","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-10-01 00:00:00+00","23.76","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-10-01 00:00:00+00","20.28","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"A6QTeGOKjaGkGkRCFqNybw==","game 3","2022-08-01 00:00:00+00","14.85","ru","",33,"2022-08-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","0"
"A6QTeGOKjaGkGkRCFqNybw==","game 3","2022-08-01 00:00:00+00","15.39","ru","",33,"2022-08-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","0"
"A6QTeGOKjaGkGkRCFqNybw==","game 3","2022-08-01 00:00:00+00","13.62","ru","",33,"2022-08-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","0"
"A8lK1Lccnv65sGqBkfP2iw==","game 3","2022-12-01 00:00:00+00","16.08","uk","",15,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","0"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-12-01 00:00:00+00","17.4","uk","",18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-11-01 00:00:00+00","16.95","uk","",18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-08-01 00:00:00+00","13.74","uk","",18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-08-01 00:00:00+00","15.3","uk","",18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-08-01 00:00:00+00","21.96","uk","",18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"ABuPH1LovAomZwU+2iw0Lw==","game 3","2022-11-01 00:00:00+00","18.96","uk","",18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
